DCC ORIGINE,DCC DESTINATION,NOMBRE
22-DEX-02,11-DCC-190,3
22-DEX-02,11-DCC-65,2
22-DEX-02,15-DCC-14,3
22-DEX-02,16-DCC-178,1
22-DEX-02,17-DCC-153,6
22-DEX-02,19-DCC-101,3
22-DEX-02,21-DCC-65,6
23-DCC-07,19-DCC-265,1
23-DCC-116,12-DCC-41,1
23-DCC-116,13-DCC-101,10
23-DCC-116,14-DCC-142,1
23-DCC-116,18-DCC-155,3
23-DCC-117,20-DCC-49,1
23-DCC-117,22-DCC-28,1
23-DCC-137,09-DCC-50,1
23-DCC-137,10-DCC-197,1
23-DCC-137,11-DCC-134,2
23-DCC-137,11-DCC-173,1
23-DCC-137,11-DCC-187,1
23-DCC-137,11-DCC-45,1
23-DCC-137,12-DCC-48,1
23-DCC-137,12-DCC-63,1
23-DCC-137,12-DCC-84,3
23-DCC-137,13-DCC-43,2
23-DCC-137,13-DCC-90,3
23-DCC-137,14-DCC-123,2
23-DCC-137,14-DCC-66,1
23-DCC-137,15-DCC-141,1
23-DCC-137,15-DCC-80,1
23-DCC-137,16-DCC-21,2
23-DCC-137,17-DCC-11,3
23-DCC-137,19-DCC-180,4
23-DCC-137,20-DCC-72,2
23-DCC-138,09-DCC-16,1
23-DCC-138,11-DCC-138,1
23-DCC-138,14-DCC-166,1
23-DCC-138,14-DCC-46,1
23-DCC-138,15-DCC-128,1
23-DCC-138,15-DCC-156,1
23-DCC-138,16-DCC-02,1
23-DCC-138,17-DCC-09,1
23-DCC-138,17-DCC-181,3
23-DCC-138,19-DCC-204,1
23-DCC-138,20-DCC-84,2
23-DCC-138,20-DCC-88,4
23-DCC-138,21-DCC-128,1
23-DCC-138,21-DCC-13,1
23-DCC-138,21-DCC-138,1
23-DCC-138,21-DCC-60,5
23-DCC-151,09-DCC-63,2
23-DCC-151,10-DCC-158,2
23-DCC-151,12-DCC-11,1
23-DCC-151,14-DCC-01,1
23-DCC-151,15-DCC-141,1
23-DCC-151,15-DCC-170,1
23-DCC-151,15-DCC-47,1
23-DCC-151,15-DCC-80,3
23-DCC-151,17-DCC-63,5
23-DCC-151,23-DCC-32,1
23-DCC-156,15-DCC-106,2
23-DCC-156,15-DCC-95,2
23-DCC-156,17-DCC-53,1
23-DCC-156,19-DCC-42,1
23-DCC-156,21-DCC-241,5
23-DCC-156,22-DCC-174,3
23-DCC-157,15-DCC-106,3
23-DCC-157,15-DCC-95,3
23-DCC-157,17-DCC-53,1
23-DCC-157,19-DCC-42,1
23-DCC-157,21-DCC-241,6
23-DCC-157,22-DCC-174,4
23-DCC-159,22-DCC-216,1
23-DCC-165,09-DCC-63,1
23-DCC-165,12-DCC-154,2
23-DCC-165,16-DCC-167,3
23-DCC-165,18-DCC-172,3
23-DCC-165,23-DCC-151,1
23-DCC-191,22-DCC-219,1
23-DCC-213,15-DCC-106,3
23-DCC-213,15-DCC-95,3
23-DCC-213,17-DCC-53,1
23-DCC-213,19-DCC-42,1
23-DCC-213,21-DCC-241,6
23-DCC-213,22-DCC-174,4
23-DCC-213,23-DCC-156,5
23-DCC-213,23-DCC-157,5
23-DCC-32,12-DCC-99,3
23-DCC-32,17-DCC-220,3
23-DCC-32,17-DCC-53,2
23-DCC-32,21-DCC-241,2
23-DCC-47,23-DCC-47,1
23-DCC-57,15-DCC-28,1
23-DCC-57,17-DCC-216,6
23-DCC-57,22-DCC-31,3
23-DCC-60,09-DCC-91,2
23-DCC-60,10-DCC-35,1
23-DCC-60,11-DCC-154,2
23-DCC-60,11-DCC-77,1
23-DCC-60,13-DCC-156,4
23-DCC-60,14-DCC-02,4
23-DCC-60,15-DCC-14,1
23-DCC-60,19-DCC-147,4
23-DCC-60,21-DCC-179,1
23-DCC-60,22-DCC-110,3
23-DCC-77,10-DCC-02,6
23-DCC-77,10-DCC-198,6
23-DCC-77,10-DCC-83,4
23-DCC-77,12-DCC-129,5
23-DCC-77,13-DCC-137,4
23-DCC-77,19-DCC-181,1
23-DCC-77,19-DCC-76,7
23-DCC-81,09-DCC-11,1
23-DCC-81,10-DCC-03,1
23-DCC-81,10-DCC-65,3
23-DCC-81,12-DCC-41,4
23-DCC-81,12-DCC-46,3
23-DCC-81,12-DCC-51,2
23-DCC-81,15-DCC-145,5
23-DCC-81,15-DCC-167,2
23-DCC-81,18-DCC-155,2
23-DCC-98,21-DCC-83,4
23-DCC-99,09-DCC-71,2
23-DCC-99,10-DCC-164,2
23-DCC-99,11-DCC-131,1
23-DCC-99,11-DCC-20,1
23-DCC-99,11-DCC-79,1
23-DCC-99,13-DCC-87,2
23-DCC-99,14-DCC-08,1
23-DCC-99,15-DCC-100,1
23-DCC-99,16-DCC-183,1
23-DCC-99,18-DCC-127,1
23-DCC-99,19-DCC-268,2
23-DCC-99,20-DCC-62,4
23-DEX-01,17-DCC-63,1
23-DEX-01,18-DCC-172,1
23-DEX-02,15-DCC-58,1
